Date,Open,High,Low,Close,Volume,Market Cap
2024-03-05,44.50,45.90,43.60,45.40,3700000000,5000000000
2024-03-06,45.40,46.80,44.50,46.30,3750000000,5050000000
2024-03-07,46.30,47.70,45.40,47.20,3800000000,5100000000
2024-03-08,47.20,48.60,46.30,48.10,3850000000,5150000000
2024-03-09,48.10,49.50,47.20,49.00,3900000000,5200000000
2024-03-10,49.00,50.40,48.10,49.90,3950000000,5250000000
2024-03-11,49.90,51.30,49.00,50.80,4000000000,5300000000
2024-03-12,50.80,52.20,49.90,51.70,4050000000,5350000000
2024-03-13,51.70,53.10,50.80,52.60,4100000000,5400000000
2024-03-14,52.60,54.00,51.70,53.50,4150000000,5450000000
2024-03-15,53.50,54.90,52.60,54.40,4200000000,5500000000
2024-04-01,54.40,58.20,53.50,57.30,4800000000,6150000000
2024-04-02,57.30,59.70,56.40,58.80,4850000000,6200000000
2024-04-03,58.80,60.30,57.90,59.80,4900000000,6250000000
2024-05-01,59.80,66.50,58.90,65.20,5800000000,7000000000
2024-05-02,65.20,68.40,64.30,67.30,5850000000,7050000000
2024-05-03,67.30,70.50,66.40,69.40,5900000000,7100000000
2024-06-01,69.40,78.60,68.50,77.20,7000000000,8100000000
2024-06-02,77.20,80.80,76.30,79.50,7050000000,8150000000
2024-06-03,79.50,82.10,78.60,81.30,7100000000,8200000000
2024-07-01,81.30,92.50,80.40,91.10,8200000000,9200000000
2024-07-02,91.10,94.70,90.20,93.40,8250000000,9250000000
2024-07-03,93.40,96.00,92.50,95.20,8300000000,9300000000
2024-08-01,95.20,108.00,94.30,106.60,9500000000,10300000000
2024-08-02,106.60,110.20,105.70,108.90,9550000000,10350000000
2024-08-03,108.90,111.50,108.00,110.70,9600000000,10400000000
2024-09-01,110.70,126.00,109.80,124.30,10800000000,11800000000
2024-09-02,124.30,128.50,123.40,126.80,10850000000,11850000000
2024-09-03,126.80,129.10,126.00,128.30,10900000000,11900000000
2024-10-01,128.30,146.00,127.40,144.20,12200000000,13500000000
2024-10-02,144.20,148.30,143.30,146.70,12250000000,13550000000
2024-10-03,146.70,149.80,145.80,148.20,12300000000,13600000000
2024-10-04,148.20,150.90,147.30,149.60,12350000000,13650000000
2024-10-05,149.60,152.30,148.70,151.00,12400000000,13700000000
2024-10-06,151.00,153.70,150.10,152.30,12450000000,13750000000
2024-10-07,152.30,155.00,151.40,153.70,12500000000,13800000000
2024-10-08,153.70,156.40,152.80,155.10,12550000000,13850000000
2024-10-09,155.10,157.80,154.20,156.50,12600000000,13900000000
2024-10-10,156.50,159.20,155.60,157.90,12650000000,13950000000
2024-10-11,157.90,160.60,157.00,159.30,12700000000,14000000000
2024-10-12,159.30,162.00,158.40,160.70,12750000000,14050000000
2024-10-13,160.70,163.40,159.80,162.10,12800000000,14100000000
2024-10-14,162.10,164.80,161.20,163.50,12850000000,14150000000
2024-10-15,163.50,166.20,162.60,164.90,12900000000,14200000000
2024-10-16,164.90,167.60,164.00,166.30,12950000000,14250000000
2024-10-17,166.30,169.00,165.40,167.70,13000000000,14300000000
2024-10-18,167.70,170.40,166.80,169.10,13050000000,14350000000
2024-10-19,169.10,171.80,168.20,170.50,13100000000,14400000000
2024-10-20,170.50,173.20,169.60,171.90,13150000000,14450000000
2024-10-21,171.90,174.60,171.00,173.30,13200000000,14500000000
2024-10-22,173.30,176.00,172.40,174.70,13250000000,14550000000
2024-10-23,174.70,177.40,173.80,176.10,13300000000,14600000000
2024-10-24,176.10,178.80,175.20,177.50,13350000000,14650000000
2024-10-25,177.50,180.20,176.60,178.90,13400000000,14700000000
2024-10-26,178.90,181.60,178.00,180.30,13450000000,14750000000
2024-10-27,180.30,183.00,179.40,181.70,13500000000,14800000000
2024-10-28,181.70,184.40,180.80,183.10,13550000000,14850000000
2024-10-29,183.10,185.80,182.20,184.50,13600000000,14900000000
2024-10-30,184.50,187.20,183.60,185.90,13650000000,14950000000
2024-10-31,185.90,188.60,185.00,187.30,13700000000,15000000000
