Date,Open,High,Low,Close,Volume,Market Cap
2024-03-01,31500.00,32000.00,31300.00,31800.00,42500000000,644000000000
2024-03-02,31800.00,32200.00,31600.00,32000.00,43200000000,647000000000
2024-03-03,32000.00,32400.00,31800.00,32200.00,43800000000,650000000000
2024-03-04,32200.00,32600.00,32000.00,32400.00,44500000000,653000000000
2024-03-05,32400.00,32800.00,32200.00,32600.00,45200000000,656000000000
2024-03-06,32600.00,33000.00,32400.00,32800.00,45800000000,659000000000
2024-03-07,32800.00,33200.00,32600.00,33000.00,46500000000,662000000000
2024-03-08,33000.00,33400.00,32800.00,33200.00,47200000000,665000000000
2024-03-09,33200.00,33600.00,33000.00,33400.00,47800000000,668000000000
2024-03-10,33400.00,33800.00,33200.00,33600.00,48500000000,671000000000
2024-03-11,33600.00,34000.00,33400.00,33800.00,49200000000,674000000000
2024-03-12,33800.00,34200.00,33600.00,34000.00,49800000000,677000000000
2024-03-13,34000.00,34400.00,33800.00,34200.00,50500000000,680000000000
2024-03-14,34200.00,34600.00,34000.00,34400.00,51200000000,683000000000
2024-03-15,34400.00,34800.00,34200.00,34600.00,51800000000,686000000000
2024-04-01,34600.00,35200.00,34400.00,34900.00,53500000000,692000000000
2024-04-02,34900.00,35500.00,34700.00,35200.00,54200000000,695000000000
2024-04-03,35200.00,35800.00,35000.00,35500.00,54800000000,698000000000
2024-05-01,35500.00,36200.00,35300.00,35900.00,57200000000,707000000000
2024-05-02,35900.00,36500.00,35700.00,36200.00,57800000000,710000000000
2024-05-03,36200.00,36800.00,36000.00,36500.00,58500000000,713000000000
2024-06-01,36500.00,37200.00,36300.00,36900.00,61200000000,722000000000
2024-06-02,36900.00,37500.00,36700.00,37200.00,61800000000,725000000000
2024-06-03,37200.00,37800.00,37000.00,37500.00,62500000000,728000000000
2024-07-01,37500.00,38200.00,37300.00,37900.00,65200000000,737000000000
2024-07-02,37900.00,38500.00,37700.00,38200.00,65800000000,740000000000
2024-07-03,38200.00,38800.00,38000.00,38500.00,66500000000,743000000000
2024-08-01,38500.00,39200.00,38300.00,38900.00,69200000000,752000000000
2024-08-02,38900.00,39500.00,38700.00,39200.00,69800000000,755000000000
2024-08-03,39200.00,39800.00,39000.00,39500.00,70500000000,758000000000
2024-09-01,39500.00,40200.00,39300.00,39900.00,73200000000,767000000000
2024-09-02,39900.00,40500.00,39700.00,40200.00,73800000000,770000000000
2024-09-03,40200.00,40800.00,40000.00,40500.00,74500000000,773000000000
2024-10-01,40500.00,41200.00,40300.00,40900.00,77200000000,782000000000
2024-10-02,40900.00,41500.00,40700.00,41200.00,77800000000,785000000000
2024-10-03,41200.00,41800.00,41000.00,41500.00,78500000000,788000000000
2024-10-04,41500.00,42100.00,41300.00,41800.00,79200000000,791000000000
2024-10-05,41800.00,42400.00,41600.00,42100.00,79800000000,794000000000
2024-10-06,42100.00,42700.00,41900.00,42400.00,80500000000,797000000000
2024-10-07,42400.00,43000.00,42200.00,42700.00,81200000000,800000000000
2024-10-08,42700.00,43300.00,42500.00,43000.00,81800000000,803000000000
2024-10-09,43000.00,43600.00,42800.00,43300.00,82500000000,806000000000
2024-10-10,43300.00,43900.00,43100.00,43600.00,83200000000,809000000000
2024-10-11,43600.00,44200.00,43400.00,43900.00,83800000000,812000000000
2024-10-12,43900.00,44500.00,43700.00,44200.00,84500000000,815000000000
2024-10-13,44200.00,44800.00,44000.00,44500.00,85200000000,818000000000
2024-10-14,44500.00,45100.00,44300.00,44800.00,85800000000,821000000000
2024-10-15,44800.00,45400.00,44600.00,45100.00,86500000000,824000000000
2024-10-16,45100.00,45700.00,44900.00,45400.00,87200000000,827000000000
2024-10-17,45400.00,46000.00,45200.00,45700.00,87800000000,830000000000
2024-10-18,45700.00,46300.00,45500.00,46000.00,88500000000,833000000000
2024-10-19,46000.00,46600.00,45800.00,46300.00,89200000000,836000000000
2024-10-20,46300.00,46900.00,46100.00,46600.00,89800000000,839000000000
2024-10-21,46600.00,47200.00,46400.00,46900.00,90500000000,842000000000
2024-10-22,46900.00,47500.00,46700.00,47200.00,91200000000,845000000000
2024-10-23,47200.00,47800.00,47000.00,47500.00,91800000000,848000000000
2024-10-24,47500.00,48100.00,47300.00,47800.00,92500000000,851000000000
2024-10-25,47800.00,48400.00,47600.00,48100.00,93200000000,854000000000
2024-10-26,48100.00,48700.00,47900.00,48400.00,93800000000,857000000000
2024-10-27,48400.00,49000.00,48200.00,48700.00,94500000000,860000000000
2024-10-28,48700.00,49300.00,48500.00,49000.00,95200000000,863000000000
2024-10-29,49000.00,49600.00,48800.00,49300.00,95800000000,866000000000
2024-10-30,49300.00,49900.00,49100.00,49600.00,96500000000,869000000000
2024-10-31,49600.00,50200.00,49400.00,49900.00,97200000000,872000000000
