Date,Open,High,Low,Close,Volume,Market Cap
2024-10-14,423.00,433.00,422.00,428.00,130600000,847000000000
2024-10-15,428.00,438.00,427.00,433.00,131300000,849000000000
2024-10-16,433.00,443.00,432.00,438.00,132000000,851000000000
2024-10-17,438.00,448.00,437.00,443.00,132700000,853000000000
2024-10-18,443.00,453.00,442.00,448.00,133400000,855000000000
2024-10-19,448.00,458.00,447.00,453.00,134100000,857000000000
2024-10-20,453.00,463.00,452.00,458.00,134800000,859000000000
2024-10-21,458.00,468.00,457.00,463.00,135500000,861000000000
2024-10-22,463.00,473.00,462.00,468.00,136200000,863000000000
2024-10-23,468.00,478.00,467.00,473.00,136900000,865000000000
2024-10-24,473.00,483.00,472.00,478.00,137600000,867000000000
2024-10-25,478.00,488.00,477.00,483.00,138300000,869000000000
2024-10-26,483.00,493.00,482.00,488.00,139000000,871000000000
2024-10-27,488.00,498.00,487.00,493.00,139700000,873000000000
2024-10-28,493.00,503.00,492.00,498.00,140400000,875000000000
2024-10-29,498.00,508.00,497.00,503.00,141100000,877000000000
2024-10-30,503.00,513.00,502.00,508.00,141800000,879000000000
2024-10-31,508.00,518.00,507.00,513.00,142500000,881000000000
